0,0,0
0,1,0
0,2,0
0,3,0
0,4,29
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,50
0,13,15
0,14,150
0,15,9
0,16,30
0,17,29
0,18,11
0,19,20
0,20,20
0,21,19
0,22,0
0,23,11
0,24,4
0,25,52
0,26,40
0,27,60
0,28,84
0,29,20
0,30,0
0,31,0
0,32,9
0,33,0
0,34,0
0,35,6
0,36,0
0,37,0
0,38,18
0,39,7
0,40,15
0,41,10
0,42,29
0,43,29
0,44,15
0,45,18
0,46,22
0,47,0
0,48,0
0,49,0
0,50,44
0,51,32
0,52,0
0,53,32
0,54,0
0,55,32
0,56,30
0,57,34
0,58,41
0,59,0
0,60,41
0,61,0
0,62,41
0,63,39
0,64,37
0,65,45
0,66,74
0,67,28
0,68,33
0,69,38
0,70,28
0,71,28
0,72,28
0,73,28
0,74,28
0,75,9
0,76,20
0,77,30
0,78,9
0,79,23
0,80,30
0,81,7
0,82,23
0,83,29
0,84,11
0,85,23
0,86,30
0,87,29
0,88,29
0,89,29
0,90,60
0,91,16
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
0,100,0
0,101,0
0,102,0
0,103,0
0,104,0
0,105,0
0,106,0
0,107,0
0,108,0
0,109,0
0,110,0
0,111,0
0,112,0
0,113,0
0,114,0
0,115,0
0,116,0
0,117,0
0,118,0
0,119,0
0,120,0
0,121,0
0,122,0
0,123,0
0,124,0
0,125,0
0,126,0
0,127,0
0,128,0
0,129,0
0,130,0
0,131,0
0,132,0
0,133,0
0,134,0
0,135,0
0,136,0
0,137,0
0,138,0
0,139,0
0,140,0
0,141,0
0,142,0
0,143,0
0,144,0
0,145,0
0,146,0
0,147,0
0,148,0
0,149,0
0,150,0
0,151,0
0,152,0
0,153,0
0,154,0
0,155,0
0,156,0
0,157,0
0,158,0
0,159,0
0,160,0
0,161,0
0,162,0
0,163,0
0,164,0
0,165,0
0,166,0
0,167,0
0,168,0
0,169,0
0,170,0
0,171,0
0,172,0
0,173,0
0,174,0
0,175,0
0,176,0
0,177,0
0,178,0
0,179,0
0,180,14
0,181,18
0,182,0
0,183,26
0,184,3
0,185,0
0,186,0
0,187,49
0,188,0
0,189,0
0,190,0
0,191,26
0,192,0
0,193,13
0,194,0
0,195,49
0,196,0
0,197,33
0,198,0
0,199,24
0,200,39
0,201,0
0,202,0
0,203,0
0,204,0
0,205,56
0,206,0
0,207,25
0,208,26
0,209,29
0,210,30
0,211,120
0,212,30
0,213,7
0,214,40
0,215,11
0,216,8
0,217,23
0,218,29
0,219,27
0,220,66
0,221,39
0,222,39
0,223,2
0,224,32
0,225,19
0,226,6
0,227,37
0,228,19
0,229,29
0,230,40
0,231,0
0,232,0
0,233,31
0,234,31
0,235,22
0,236,48
0,237,0
0,238,29
0,239,17
0,240,43
0,241,26
0,242,60
0,243,0
0,244,19
0,245,11
0,246,4
0,247,0
0,248,0
0,249,19
0,250,0
0,251,25
0,252,7
0,253,85
0,254,0
0,255,34
0,256,67
0,257,55
0,258,0
0,259,49
0,260,0
0,261,0
0,262,15
0,263,23
0,264,0
0,265,0
0,266,0
0,267,0
0,268,0
0,269,0
0,270,0
0,271,0
0,272,0
0,273,0
0,274,0
0,275,16
0,276,0
0,277,0
0,278,0
0,279,0
0,280,0
0,281,0
0,282,0
0,283,0
0,284,0
0,285,0
0,286,0
0,287,0
0,288,0
0,289,0
0,290,0
0,291,0
0,292,0
0,293,0
0,294,0
0,295,0
0,296,0
0,297,28
0,298,3
0,299,59
0,300,0
0,301,0
0,302,0
0,303,0
0,304,0
0,305,0
0,306,0
0,307,0
0,308,0
0,309,0
0,310,0
0,311,0
0,312,0
0,313,0
0,314,0
0,315,0
0,316,0
0,317,0
0,318,0
0,319,0
0,320,0
0,321,0
0,322,0
0,323,0
0,324,0
0,325,0
0,326,0
0,327,0
0,328,0
0,329,0
0,330,0
0,331,0
0,332,0
0,333,0
0,334,0
0,335,0
0,336,0
0,337,0
0,338,0
0,339,0
0,340,0
0,341,0
0,342,0
0,343,43
0,344,43
0,345,35
0,346,35
0,347,37
0,348,37
0,360,0
0,361,10
0,364,0
0,365,0
0,366,0
0,367,0
0,368,0
0,349,79
0,350,79
0,351,0
0,352,0
0,353,0
0,354,0
0,355,0
0,356,0
0,357,0
0,358,0
0,359,0
0,362,0
0,363,0
0,369,0
0,370,0
0,371,0
0,372,0
0,373,0
0,374,0
0,375,0
0,376,0
0,377,0
0,378,0
0,379,0
0,380,0
0,381,0
0,382,0
0,383,0
0,384,0
0,385,0
0,388,0
0,389,0
0,390,0
0,391,0
0,393,0
0,394,0
0,395,0
0,396,0
0,397,0
0,65535,0
1,0,0
1,1,0
1,2,0
1,3,0
1,4,30
1,5,0
1,6,29
1,7,40
1,8,0
1,9,0
1,10,0
1,11,0
1,12,60
1,13,68
1,14,120
1,15,49
1,16,34
1,17,28
1,18,11
1,19,20
1,20,21
1,21,20
1,22,0
1,23,18
1,24,3
1,25,40
1,26,40
1,27,50
1,28,50
1,29,8
1,30,0
1,31,0
1,32,7
1,33,0
1,34,0
1,35,8
1,36,0
1,37,0
1,38,30
1,39,7
1,40,100
1,41,10
1,42,30
1,43,29
1,44,17
1,45,20
1,46,0
1,47,6
1,48,36
1,49,9
1,50,39
1,51,26
1,52,24
1,53,26
1,54,26
1,55,26
1,56,23
1,57,29
1,58,0
1,59,0
1,60,39
1,61,0
1,62,0
1,63,41
1,64,49
1,65,49
1,66,59
1,67,39
1,68,39
1,69,49
1,70,29
1,71,29
1,72,29
1,73,29
1,74,29
1,75,11
1,76,23
1,77,30
1,78,11
1,79,23
1,80,30
1,81,11
1,82,23
1,83,30
1,84,11
1,85,23
1,86,30
1,87,29
1,88,29
1,89,29
1,90,60
1,91,15
1,92,0
1,93,0
1,94,0
1,95,0
1,96,0
1,97,0
1,98,0
1,99,0
1,100,0
1,101,0
1,102,0
1,103,0
1,104,0
1,105,0
1,106,0
1,107,0
1,108,0
1,109,0
1,110,0
1,111,0
1,112,0
1,113,0
1,114,0
1,115,0
1,116,0
1,117,0
1,118,0
1,119,0
1,120,0
1,121,0
1,122,0
1,123,0
1,124,0
1,125,0
1,126,0
1,127,0
1,128,0
1,129,0
1,130,0
1,131,0
1,132,0
1,133,0
1,134,0
1,135,0
1,136,0
1,137,0
1,138,0
1,139,0
1,140,0
1,141,0
1,142,0
1,143,0
1,144,0
1,145,0
1,146,0
1,147,0
1,148,0
1,149,0
1,150,0
1,151,0
1,152,0
1,153,0
1,154,0
1,155,0
1,156,0
1,157,0
1,158,0
1,159,0
1,160,0
1,161,0
1,162,0
1,163,0
1,164,0
1,165,0
1,166,0
1,167,0
1,168,0
1,169,0
1,170,0
1,171,0
1,172,0
1,173,0
1,174,0
1,175,0
1,176,0
1,177,0
1,178,0
1,179,0
1,180,15
1,181,19
1,182,0
1,183,26
1,184,26
1,185,11
1,186,30
1,187,49
1,188,35
1,189,35
1,190,0
1,191,26
1,192,29
1,193,13
1,194,29
1,195,49
1,196,35
1,197,35
1,198,0
1,199,26
1,200,40
1,201,40
1,202,0
1,203,31
1,204,0
1,205,29
1,206,0
1,207,24
1,208,0
1,209,28
1,210,0
1,211,109
1,212,30
1,213,7
1,214,40
1,215,12
1,216,29
1,217,23
1,218,29
1,219,33
1,220,38
1,221,38
1,222,43
1,223,2
1,224,48
1,225,19
1,226,6
